"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","-1.0321017224304108","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1976-05","ISO_DATE"
"National Centers for Environmental Information","-1.4426416563916873","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1970-01","ISO_DATE"
"National Centers for Environmental Information","0.8324419654476579","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1970-10","ISO_DATE"
"National Centers for Environmental Information","-0.6794459782099043","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1981-03","ISO_DATE"
"National Centers for Environmental Information","-0.4294608888047855","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1981-05","ISO_DATE"
"National Centers for Environmental Information","0.2569432500100747","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1998-10","ISO_DATE"
"National Centers for Environmental Information","1.6360253950064967","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2001-04","ISO_DATE"
"National Centers for Environmental Information","-1.0956541099402985","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1979-07","ISO_DATE"
"National Centers for Environmental Information","-0.08158540612968102","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1997-10","ISO_DATE"
"National Centers for Environmental Information","0.9852875500600761","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1952-01","ISO_DATE"
"National Centers for Environmental Information","2.2086627316055383","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1950-01","ISO_DATE"
"National Centers for Environmental Information","1.7184092437299934","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1982-12","ISO_DATE"
"National Centers for Environmental Information","1.9997155138559686","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1999-07","ISO_DATE"
"National Centers for Environmental Information","0.7937986794304369","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1977-04","ISO_DATE"
"National Centers for Environmental Information","0.07802612898521555","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2001-05","ISO_DATE"
"National Centers for Environmental Information","-0.9028744485189819","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1978-03","ISO_DATE"
"National Centers for Environmental Information","-0.5619696920443901","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1997-07","ISO_DATE"
"National Centers for Environmental Information","0.80796870213707","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1998-08","ISO_DATE"
"National Centers for Environmental Information","0.32598213818094496","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1897-03","ISO_DATE"
"National Centers for Environmental Information","-1.1469343991339909","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1897-06","ISO_DATE"
"National Centers for Environmental Information","-1.7295597886625698","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1896-03","ISO_DATE"
"National Centers for Environmental Information","2.139692138757093","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2012-05","ISO_DATE"
"National Centers for Environmental Information","0.504854432705949","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2012-06","ISO_DATE"
"National Centers for Environmental Information","-1.1529040443621557","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1915-08","ISO_DATE"
"National Centers for Environmental Information","-0.9922458366426127","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1914-03","ISO_DATE"
"National Centers for Environmental Information","-0.017127686850410915","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1913-05","ISO_DATE"
